player_id,source,rank,weight
387,Drafttech,274,1
388,NFL Draft Buzz,236,0.9
389,PFF,291,1.2
389,Drafttech,282,1
390,PFF,316,1.2
391,NFL Draft Buzz,237,0.9
392,NFL Draft Buzz,238,0.9
393,NFL Draft Buzz,258,0.9
393,Drafttech,243,1
394,PFF,318,1.2
395,NFL Draft Buzz,243,0.9
395,Drafttech,260,1
396,NFL Draft Buzz,239,0.9
397,PFF,317,1.2
397,NFL Draft Buzz,242,0.9
398,NFL Draft Buzz,240,0.9
399,PFF,321,1.2
400,NFL Draft Buzz,241,0.9
401,PFF,322,1.2
402,PFF,323,1.2
403,PFF,324,1.2
404,PFF,337,1.2
404,Drafttech,261,1
405,NFL Draft Buzz,244,0.9
406,NFL Draft Buzz,245,0.9
407,NFL Draft Buzz,246,0.9
408,PFF,396,1.2
408,NFL Draft Buzz,195,0.9
409,NFL Draft Buzz,247,0.9
410,PFF,330,1.2
411,NFL Draft Buzz,248,0.9
412,PFF,331,1.2
413,PFF,354,1.2
413,Drafttech,258,1
414,NFL Draft Buzz,249,0.9
415,PFF,415,1.2
415,NFL Draft Buzz,189,0.9
416,NFL Draft Buzz,251,0.9
417,Drafttech,279,1
418,PFF,336,1.2
418,Drafttech,280,1
419,PFF,403,1.2
419,NFL Draft Buzz,191,0.9
